year,month,arrivals,date,t,arrivals_m,phase,ma3,ma6,ma12,exp02,exp06,yoy,seasonal,residual,trend_quad,trend_lin,z_score,is_outlier_z,is_outlier_covid,is_outlier_iqr
2019,9,8713,2019-09-01,117,8.713,growth,10.587333333333333,8.7645,6.492291666666666,8.352645882457104,9.59151050222314,1.479152108082915,1.4833485576923078,0.7373597756410257,5.4936124106937925,7.024926308307964,1.293317458435873,False,False,False
2019,10,7602,2019-10-01,118,7.602,growth,9.341333333333333,8.969666666666667,6.0255,8.202516705965683,8.397804200889258,1.5766969535008002,0.536707532051282,1.0397924679487183,5.4767955874477785,7.049357078239719,1.8139850042604628,False,False,False
2019,11,4464,2019-11-01,119,4.464,growth,6.926333333333333,8.636833333333334,5.496833333333334,7.454813364772547,6.037521680355704,-2.511465385455325,-1.7948854166666668,0.7620520833333333,5.459481450524572,7.073787848171474,1.3358276882288194,False,False,False
2019,12,6131,2019-12-01,120,6.131,growth,6.065666666666668,8.3265,4.9383333333333335,7.190050691818039,6.093608672142281,0.5246761764223562,-0.7010552884615383,1.8937219551282052,5.441669999924173,7.098218618103229,3.284108379496127,True,False,False
2020,1,2232,2020-01-01,121,2.232,covid,4.275666666666667,6.8084999999999996,4.2750416666666675,6.198440553454431,3.7766434688569124,-40.240963855421676,-2.3237283653846155,0.28068669871794816,5.423361235646581,,0.5071099608555757,False,True,False
2020,2,2206,2020-02-01,122,2.206,covid,3.523,5.224666666666667,3.5444583333333335,5.399952442763546,2.834257387542765,-45.49048678033111,-2.159052083333333,0.8205937499999996,5.404555157691797,,1.436612909823856,False,True,False
2020,3,263,2020-03-01,123,0.263,covid,1.5670000000000002,3.816333333333333,2.93425,4.372561954210837,1.291502955017106,-94.85121378230227,-1.5593020833333333,-1.1119479166666668,5.385251766059819,,-1.8904471348732443,False,True,False
2020,4,13,2020-04-01,124,0.013,covid,0.8273333333333333,2.5515000000000003,2.4765416666666664,3.5006495633686696,0.5244011820068425,-99.79595040025114,-0.6830328525641025,-1.780508814102564,5.36545106075065,,-3.0414402998187917,True,True,False
2020,5,131,2020-05-01,125,0.131,covid,0.13566666666666669,1.8293333333333335,2.135708333333333,2.826719650694936,0.288360472802737,-97.97245008512614,-0.4604142628205128,-1.5442940705128205,5.345153041764288,,-2.6347734481170315,True,True,False
2020,6,919,2020-06-01,126,0.919,covid,0.3543333333333334,0.9606666666666667,1.794875,2.445175720555949,0.6667441891210948,-88.50243963468034,0.7126306089743589,-1.588505608974359,5.324357709100733,,-2.710887948345991,True,True,False
2020,7,2495,2020-07-01,127,2.495,covid,1.1816666666666669,1.0045,1.5092083333333335,2.455140576444759,1.7636976756484382,-77.99823633156966,3.3069350961538455,-2.321143429487179,5.303065062759986,,-3.972195821757346,True,True,False
2020,8,3020,2020-08-01,128,3.02,covid,2.1446666666666667,1.1401666666666668,1.3593750000000002,2.5681124611558075,2.517479070259375,-74.20787428473822,3.641848557692308,-1.981223557692308,5.281275102742046,,-3.386990419279292,True,True,False
2020,9,2757,2020-09-01,129,2.757,covid,2.7573333333333334,1.5558333333333334,1.3072083333333335,2.605889968924646,2.66119162810375,-68.35762653506254,1.4833485576923078,-0.03355689102564119,5.258987829046913,,-0.033891203451231096,False,True,False
2020,10,2573,2020-10-01,130,2.573,covid,2.783333333333333,1.9825,1.3762916666666667,2.599311975139717,2.6082766512415,-66.15364377795318,0.536707532051282,0.6600008012820513,5.2362032416745885,,1.160136395834295,False,True,False
2020,11,1313,2020-11-01,131,1.313,covid,2.2143333333333333,2.1795,1.4859166666666668,2.3420495801117736,1.8311106604965999,-70.58691756272401,-1.7948854166666668,1.62196875,5.21292134062507,,2.8162585802419016,True,True,False
2020,12,1102,2020-12-01,132,1.102,covid,1.6626666666666665,2.21,1.6370416666666667,2.094039664089419,1.39364426419864,-82.02577067362584,-0.7010552884615383,0.16601362179487167,5.1891421258983605,,0.30968901050095043,False,True,False
2021,1,405,2021-01-01,133,0.405,covid,0.9400000000000001,1.8616666666666666,1.8429999999999997,1.7562317312715352,0.800457705679456,-81.85483870967742,-2.3237283653846155,0.8857283653846157,5.164865597494457,,1.5487485393477745,False,True,False
2021,2,437,2021-02-01,134,0.437,covid,0.648,1.4311666666666667,2.0874166666666665,1.4923853850172282,0.5823830822717824,-80.19038984587489,-2.159052083333333,0.5086354166666667,5.140091755413362,,0.8995460385910848,False,True,False
2021,3,780,2021-03-01,135,0.78,covid,0.5406666666666667,1.1016666666666666,2.294916666666667,1.3499083080137826,0.7009532329087129,196.57794676806083,-1.5593020833333333,0.0443854166666664,5.114820599655074,,0.10029412470360682,False,True,False
2021,4,1154,2021-04-01,136,1.154,covid,0.7903333333333333,0.8651666666666666,2.417125,1.3107266464110263,0.9727812931634852,8776.923076923078,-0.6830328525641025,-0.5800921474358975,5.089052130219592,,-0.9748052577169946,False,True,False
2021,5,1621,2021-05-01,137,1.621,covid,1.1849999999999998,0.9165000000000001,2.481291666666667,1.3727813171288212,1.3617125172653939,1137.4045801526718,-0.4604142628205128,-0.3998774038461541,5.06278634710692,,-0.6645478991282096,False,True,False
2021,6,3056,2021-06-01,138,3.056,covid,1.9436666666666664,1.2421666666666666,2.5508333333333337,1.709425053703057,2.3782850069061574,232.5353645266594,0.7126306089743589,-0.2074639423076926,5.0360232503170534,,-0.3332892510025662,False,True,False
2021,7,5301,2021-07-01,139,5.301,covid,3.326,2.0581666666666667,2.7154166666666666,2.427740042962446,4.131914002762463,112.46492985971943,3.3069350961538455,-0.7213517628205119,5.008762839849996,,-1.217997541941361,False,True,False
2021,8,6080,2021-08-01,140,6.08,covid,4.812333333333333,2.998666666666667,2.9564166666666667,3.158192034369957,5.300765601104985,101.32450331125828,3.641848557692308,-0.5182652243589745,4.981005115705744,,-0.8683641449566185,False,True,False
2021,9,4677,2021-09-01,141,4.677,covid,5.352666666666667,3.6481666666666666,3.2260416666666663,3.461953627495966,4.926506240441993,69.6409140369967,1.4833485576923078,-0.03239022435897443,4.9527500778843,,-0.031882672344710615,False,True,False
2021,10,3586,2021-10-01,142,3.586,covid,4.781,4.0535,3.553375,3.486762901996773,4.122202496176797,39.37038476486592,0.536707532051282,-0.5040825320512821,4.9239977263856645,,-0.8439472489501556,False,True,False
2021,11,1840,2021-11-01,143,1.84,covid,3.3676666666666666,4.09,3.900583333333333,3.1574103215974185,2.7528809984707188,40.13709063214015,-1.7948854166666668,-0.265697916666666,4.894748061209834,,-0.4335447501079701,False,True,False
2021,12,2244,2021-12-01,144,2.244,covid,2.5566666666666666,3.9546666666666668,4.224625,2.9747282572779348,2.4475523993882877,103.62976406533578,-0.7010552884615383,-1.279569711538461,4.865001082356814,,-2.17902449698533,True,True,False
2022,1,3213,2022-01-01,145,3.213,recovery,2.4323333333333332,3.606666666666666,4.5657499999999995,3.022382605822348,2.906820959755315,693.3333333333333,-2.3237283653846155,0.970978365384616,4.834756789826599,,1.6955147766313667,False,False,False
2022,2,3413,2022-02-01,146,3.413,recovery,2.9566666666666666,3.1621666666666663,4.914916666666666,3.1005060846578787,3.2105283839021257,681.0068649885583,-2.159052083333333,0.6571354166666672,4.804015183619193,,1.1552033551496004,False,False,False
2022,3,4275,2022-03-01,147,4.275,recovery,3.6336666666666666,3.095166666666666,5.2007916666666665,3.3354048677263033,3.8492113535608503,448.0769230769231,-1.5593020833333333,0.6335104166666672,4.772776263734594,,1.114530600242564,False,False,False
2022,4,5515,2022-04-01,148,5.515,recovery,4.401,3.4166666666666665,5.439958333333332,3.7713238941810427,4.8486845414243405,377.90294627383014,-0.6830328525641025,0.7580745192307698,4.741040030172801,,1.3289799214618103,False,False,False
2022,5,5593,2022-05-01,149,5.593,recovery,5.127666666666666,4.042166666666667,5.646583333333332,4.1356591153448345,5.295273816569736,245.0339296730413,-0.4604142628205128,0.4068309294871806,4.7088064829338165,,0.7242796277767877,False,False,False
2022,6,6861,2022-06-01,150,6.861,recovery,5.989666666666666,4.8116666666666665,5.852416666666665,4.680727292275868,6.234709526627895,124.5091623036649,0.7126306089743589,0.295952724358976,4.676075622017639,,0.5333919214609539,False,False,False
2022,7,9683,2022-07-01,151,9.683,recovery,7.378999999999999,5.89,5.998708333333332,5.681181833820695,8.303683810651158,82.66364836823239,3.3069350961538455,0.3773565705128221,4.64284744742427,,0.6735366276241489,False,False,False
2022,8,10078,2022-08-01,152,10.078,recovery,8.873999999999999,7.000833333333333,6.0529166666666665,6.560545467056556,9.368273524260463,65.75657894736841,3.641848557692308,0.38323477564102504,4.609121959153708,,0.6836565343531513,False,False,False
2022,9,7540,2022-09-01,153,7.54,recovery,9.100333333333332,7.544999999999999,6.1111249999999995,6.756436373645245,8.271309409704186,61.21445370964296,1.4833485576923078,-0.05447355769230722,4.574899157205953,,-0.0699012968609871,False,False,False
2022,10,6463,2022-10-01,154,6.463,recovery,8.027,7.702999999999999,6.179166666666666,6.697749098916197,7.186323763881674,80.228667038483,0.536707532051282,-0.25287419871794814,4.5401790415810055,,-0.41146746176404775,False,False,False
2022,11,3922,2022-11-01,155,3.922,recovery,5.974999999999999,7.424500000000001,6.2588333333333335,6.142599279132957,5.22772950555267,113.15217391304348,-1.7948854166666668,-0.5419479166666665,4.504961612278865,,-0.9091362228304604,False,False,False
2022,12,5102,2022-12-01,156,5.102,recovery,5.162333333333334,7.131333333333333,6.346541666666667,5.9344794233063665,5.152291802221068,127.36185383244205,-0.7010552884615383,-0.5434863782051284,4.469246869299532,,-0.9117848352786195,False,False,False
2023,1,3866,2023-01-01,157,3.866,recovery,4.296666666666666,6.161833333333333,6.4852083333333335,5.520783538645094,4.380516720888427,20.323685029567386,-2.3237283653846155,-0.2954799679487179,4.433034812643006,,-0.48481747275024256,False,False,False
2023,2,4061,2023-02-01,158,4.061,recovery,4.342999999999999,5.159,6.665708333333332,5.228826830916075,4.1888066883553705,18.986229123937882,-2.159052083333333,-0.445656249999999,4.396325442309289,,-0.7433606732887285,False,False,False
2023,3,5024,2023-03-01,159,5.024,recovery,4.316999999999999,4.7396666666666665,6.81075,5.187861464732861,4.689922675342148,17.520467836257293,-1.5593020833333333,-0.2274479166666663,4.359118758298378,,-0.3676936231156259,False,False,False
2023,4,6399,2023-04-01,160,6.399,recovery,5.161333333333332,4.729,6.903666666666666,5.430089171786289,5.715369070136859,16.029011786038083,-0.6830328525641025,0.17836618589743636,4.321414760610276,,0.33095516128262537,False,False,False
2023,5,6621,2023-05-01,161,6.621,recovery,6.014666666666666,5.178833333333333,6.9665,5.668271337429031,6.258747628054744,18.380118004648672,-0.4604142628205128,0.11491426282051331,4.28321344924498,,0.22171645162388168,False,False,False
2023,6,7938,2023-06-01,162,7.938,recovery,6.986,5.6514999999999995,7.043041666666666,6.1222170699432255,7.266299051221897,15.697420201136868,0.7126306089743589,0.18232772435897437,4.244514824202491,,0.33777533833663315,False,False,False
2023,7,11934,2023-07-01,163,11.934,recovery,8.830999999999998,6.996166666666666,,7.28457365595458,10.066919620488758,23.24692760508107,3.3069350961538455,,,,,False,False,True
2023,8,12159,2023-08-01,164,12.159,recovery,10.676999999999998,8.345833333333333,,8.259458924763665,11.322167848195503,20.64893828140506,3.641848557692308,,,,,False,False,True
2023,9,8940,2023-09-01,165,8.94,recovery,11.010999999999997,8.9985,,8.395567139810932,9.892867139278202,18.56763925729443,1.4833485576923078,,,,,False,False,False
2023,10,7293,2023-10-01,166,7.293,recovery,9.464,9.147499999999999,,8.175053711848747,8.332946855711281,12.8423332817577,0.536707532051282,,,,,False,False,False
2023,11,4600,2023-11-01,167,4.6,recovery,6.944333333333332,8.810666666666666,,7.460042969478998,6.093178742284513,17.287098419173887,-1.7948854166666668,,,,,False,False,False
2023,12,6261,2023-12-01,168,6.261,recovery,6.051333333333332,8.531166666666666,,7.220234375583199,6.193871496913805,22.71658173265385,-0.7010552884615383,,,,,False,False,False
